品牌,型号,系列,尺寸（inch）,材质（介质）,容值,容值单位,容值误差,耐压（V）,特殊用途,备注1,备注2,备注3,器件类型,安装方式,封装代码,尺寸（mm）,规格摘要,生产状态,长度（mm）,宽度（mm）,高度（mm）,官网链接,数据来源,数据状态,校验时间,校验备注,直径（mm）,脚距（mm）,极性,ESR,纹波电流,寿命（h）,工作温度,阻值@25C,阻值单位,阻值误差,B值,B值条件,共模阻抗,阻抗单位,额定电流,DCR,回路数,电感值,电感单位,电感误差,饱和电流,屏蔽类型,阻抗@100MHz,系列说明,_model_rule_authority,_resistance_ohm,输出频率,频率单位,频差（ppm）,电源电压,输出类型,占空比,频率,负载电容（pF）,驱动电平,_body_size
东电化TDK,MHQ0402PSA0N2BT000,MHQ0402PSA,01005,CERAMIC,0.2,NH,±0.1nH,,High Q RF Chip Inductor,L=0.2nH | Imax=600mA | DCR=20mΩ typ / 150mΩ max,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA0N2BT000,https://product.tdk.com/en/system/files/dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0402psa_en.pdf,射频电感,SMT,01005,0.4 x 0.2 x 0.2 mm,MHQ0402PSA | 0.4 x 0.2 x 0.2 mm | L=0.2nH ±0.1nH | 600mA | 20mΩ typ / 150mΩ max,Active,0.4,0.2,0.2,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA0N2BT000,TDK official catalog PDF,官方抽取,2026-04-19,TDK MHQ0402PSA official catalog PDF,,,,,,,,,,,,,,,600mA,20mΩ typ / 150mΩ max,,0.2,NH,±0.1nH,,,,TDK MHQ-PSA series high Q multilayer ceramic inductor (EIA 01005),,,,,,,,,,,,
东电化TDK,MHQ0402PSA3N5BT000,MHQ0402PSA,01005,CERAMIC,3.5,NH,±0.1nH,,High Q RF Chip Inductor,L=3.5nH | Imax=200mA | DCR=270mΩ typ / 650mΩ max,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N5BT000,https://product.tdk.com/en/system/files/dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0402psa_en.pdf,射频电感,SMT,01005,0.4 x 0.2 x 0.2 mm,MHQ0402PSA | 0.4 x 0.2 x 0.2 mm | L=3.5nH ±0.1nH | 200mA | 270mΩ typ / 650mΩ max,Active,0.4,0.2,0.2,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N5BT000,TDK official catalog PDF,官方抽取,2026-04-19,TDK MHQ0402PSA official catalog PDF,,,,,,,,,,,,,,,200mA,270mΩ typ / 650mΩ max,,3.5,NH,±0.1nH,,,,TDK MHQ-PSA series high Q multilayer ceramic inductor (EIA 01005),,,,,,,,,,,,
东电化TDK,MHQ0402PSA3N5CT000,MHQ0402PSA,01005,CERAMIC,3.5,NH,±0.2nH,,High Q RF Chip Inductor,L=3.5nH | Imax=200mA | DCR=270mΩ typ / 650mΩ max,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N5CT000,https://product.tdk.com/en/system/files/dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0402psa_en.pdf,射频电感,SMT,01005,0.4 x 0.2 x 0.2 mm,MHQ0402PSA | 0.4 x 0.2 x 0.2 mm | L=3.5nH ±0.2nH | 200mA | 270mΩ typ / 650mΩ max,Active,0.4,0.2,0.2,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N5CT000,TDK official catalog PDF,官方抽取,2026-04-19,TDK MHQ0402PSA official catalog PDF,,,,,,,,,,,,,,,200mA,270mΩ typ / 650mΩ max,,3.5,NH,±0.2nH,,,,TDK MHQ-PSA series high Q multilayer ceramic inductor (EIA 01005),,,,,,,,,,,,
东电化TDK,MHQ0402PSA3N5ST000,MHQ0402PSA,01005,CERAMIC,3.5,NH,±0.3nH,,High Q RF Chip Inductor,L=3.5nH | Imax=200mA | DCR=270mΩ typ / 650mΩ max,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N5ST000,https://product.tdk.com/en/system/files/dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0402psa_en.pdf,射频电感,SMT,01005,0.4 x 0.2 x 0.2 mm,MHQ0402PSA | 0.4 x 0.2 x 0.2 mm | L=3.5nH ±0.3nH | 200mA | 270mΩ typ / 650mΩ max,Active,0.4,0.2,0.2,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N5ST000,TDK official catalog PDF,官方抽取,2026-04-19,TDK MHQ0402PSA official catalog PDF,,,,,,,,,,,,,,,200mA,270mΩ typ / 650mΩ max,,3.5,NH,±0.3nH,,,,TDK MHQ-PSA series high Q multilayer ceramic inductor (EIA 01005),,,,,,,,,,,,
东电化TDK,MHQ0402PSA3N6BT000,MHQ0402PSA,01005,CERAMIC,3.6,NH,±0.1nH,,High Q RF Chip Inductor,L=3.6nH | Imax=200mA | DCR=290mΩ typ / 650mΩ max,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N6BT000,https://product.tdk.com/en/system/files/dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0402psa_en.pdf,射频电感,SMT,01005,0.4 x 0.2 x 0.2 mm,MHQ0402PSA | 0.4 x 0.2 x 0.2 mm | L=3.6nH ±0.1nH | 200mA | 290mΩ typ / 650mΩ max,Active,0.4,0.2,0.2,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N6BT000,TDK official catalog PDF,官方抽取,2026-04-19,TDK MHQ0402PSA official catalog PDF,,,,,,,,,,,,,,,200mA,290mΩ typ / 650mΩ max,,3.6,NH,±0.1nH,,,,TDK MHQ-PSA series high Q multilayer ceramic inductor (EIA 01005),,,,,,,,,,,,
东电化TDK,MHQ0402PSA3N6CT000,MHQ0402PSA,01005,CERAMIC,3.6,NH,±0.2nH,,High Q RF Chip Inductor,L=3.6nH | Imax=200mA | DCR=290mΩ typ / 650mΩ max,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N6CT000,https://product.tdk.com/en/system/files/dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0402psa_en.pdf,射频电感,SMT,01005,0.4 x 0.2 x 0.2 mm,MHQ0402PSA | 0.4 x 0.2 x 0.2 mm | L=3.6nH ±0.2nH | 200mA | 290mΩ typ / 650mΩ max,Active,0.4,0.2,0.2,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N6CT000,TDK official catalog PDF,官方抽取,2026-04-19,TDK MHQ0402PSA official catalog PDF,,,,,,,,,,,,,,,200mA,290mΩ typ / 650mΩ max,,3.6,NH,±0.2nH,,,,TDK MHQ-PSA series high Q multilayer ceramic inductor (EIA 01005),,,,,,,,,,,,
东电化TDK,MHQ0402PSA3N6ST000,MHQ0402PSA,01005,CERAMIC,3.6,NH,±0.3nH,,High Q RF Chip Inductor,L=3.6nH | Imax=200mA | DCR=290mΩ typ / 650mΩ max,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N6ST000,https://product.tdk.com/en/system/files/dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0402psa_en.pdf,射频电感,SMT,01005,0.4 x 0.2 x 0.2 mm,MHQ0402PSA | 0.4 x 0.2 x 0.2 mm | L=3.6nH ±0.3nH | 200mA | 290mΩ typ / 650mΩ max,Active,0.4,0.2,0.2,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N6ST000,TDK official catalog PDF,官方抽取,2026-04-19,TDK MHQ0402PSA official catalog PDF,,,,,,,,,,,,,,,200mA,290mΩ typ / 650mΩ max,,3.6,NH,±0.3nH,,,,TDK MHQ-PSA series high Q multilayer ceramic inductor (EIA 01005),,,,,,,,,,,,
东电化TDK,MHQ0402PSA3N7BT000,MHQ0402PSA,01005,CERAMIC,3.7,NH,±0.1nH,,High Q RF Chip Inductor,L=3.7nH | Imax=200mA | DCR=310mΩ typ / 750mΩ max,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N7BT000,https://product.tdk.com/en/system/files/dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0402psa_en.pdf,射频电感,SMT,01005,0.4 x 0.2 x 0.2 mm,MHQ0402PSA | 0.4 x 0.2 x 0.2 mm | L=3.7nH ±0.1nH | 200mA | 310mΩ typ / 750mΩ max,Active,0.4,0.2,0.2,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N7BT000,TDK official catalog PDF,官方抽取,2026-04-19,TDK MHQ0402PSA official catalog PDF,,,,,,,,,,,,,,,200mA,310mΩ typ / 750mΩ max,,3.7,NH,±0.1nH,,,,TDK MHQ-PSA series high Q multilayer ceramic inductor (EIA 01005),,,,,,,,,,,,
东电化TDK,MHQ0402PSA3N7CT000,MHQ0402PSA,01005,CERAMIC,3.7,NH,±0.2nH,,High Q RF Chip Inductor,L=3.7nH | Imax=200mA | DCR=310mΩ typ / 750mΩ max,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N7CT000,https://product.tdk.com/en/system/files/dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0402psa_en.pdf,射频电感,SMT,01005,0.4 x 0.2 x 0.2 mm,MHQ0402PSA | 0.4 x 0.2 x 0.2 mm | L=3.7nH ±0.2nH | 200mA | 310mΩ typ / 750mΩ max,Active,0.4,0.2,0.2,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N7CT000,TDK official catalog PDF,官方抽取,2026-04-19,TDK MHQ0402PSA official catalog PDF,,,,,,,,,,,,,,,200mA,310mΩ typ / 750mΩ max,,3.7,NH,±0.2nH,,,,TDK MHQ-PSA series high Q multilayer ceramic inductor (EIA 01005),,,,,,,,,,,,
东电化TDK,MHQ0402PSA3N7ST000,MHQ0402PSA,01005,CERAMIC,3.7,NH,±0.3nH,,High Q RF Chip Inductor,L=3.7nH | Imax=200mA | DCR=310mΩ typ / 750mΩ max,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N7ST000,https://product.tdk.com/en/system/files/dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0402psa_en.pdf,射频电感,SMT,01005,0.4 x 0.2 x 0.2 mm,MHQ0402PSA | 0.4 x 0.2 x 0.2 mm | L=3.7nH ±0.3nH | 200mA | 310mΩ typ / 750mΩ max,Active,0.4,0.2,0.2,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N7ST000,TDK official catalog PDF,官方抽取,2026-04-19,TDK MHQ0402PSA official catalog PDF,,,,,,,,,,,,,,,200mA,310mΩ typ / 750mΩ max,,3.7,NH,±0.3nH,,,,TDK MHQ-PSA series high Q multilayer ceramic inductor (EIA 01005),,,,,,,,,,,,
东电化TDK,MHQ0402PSA3N8BT000,MHQ0402PSA,01005,CERAMIC,3.8,NH,±0.1nH,,High Q RF Chip Inductor,L=3.8nH | Imax=200mA | DCR=310mΩ typ / 750mΩ max,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N8BT000,https://product.tdk.com/en/system/files/dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0402psa_en.pdf,射频电感,SMT,01005,0.4 x 0.2 x 0.2 mm,MHQ0402PSA | 0.4 x 0.2 x 0.2 mm | L=3.8nH ±0.1nH | 200mA | 310mΩ typ / 750mΩ max,Active,0.4,0.2,0.2,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N8BT000,TDK official catalog PDF,官方抽取,2026-04-19,TDK MHQ0402PSA official catalog PDF,,,,,,,,,,,,,,,200mA,310mΩ typ / 750mΩ max,,3.8,NH,±0.1nH,,,,TDK MHQ-PSA series high Q multilayer ceramic inductor (EIA 01005),,,,,,,,,,,,
东电化TDK,MHQ0402PSA3N8CT000,MHQ0402PSA,01005,CERAMIC,3.8,NH,±0.2nH,,High Q RF Chip Inductor,L=3.8nH | Imax=200mA | DCR=310mΩ typ / 750mΩ max,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N8CT000,https://product.tdk.com/en/system/files/dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0402psa_en.pdf,射频电感,SMT,01005,0.4 x 0.2 x 0.2 mm,MHQ0402PSA | 0.4 x 0.2 x 0.2 mm | L=3.8nH ±0.2nH | 200mA | 310mΩ typ / 750mΩ max,Active,0.4,0.2,0.2,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N8CT000,TDK official catalog PDF,官方抽取,2026-04-19,TDK MHQ0402PSA official catalog PDF,,,,,,,,,,,,,,,200mA,310mΩ typ / 750mΩ max,,3.8,NH,±0.2nH,,,,TDK MHQ-PSA series high Q multilayer ceramic inductor (EIA 01005),,,,,,,,,,,,
东电化TDK,MHQ0402PSA3N8ST000,MHQ0402PSA,01005,CERAMIC,3.8,NH,±0.3nH,,High Q RF Chip Inductor,L=3.8nH | Imax=200mA | DCR=310mΩ typ / 750mΩ max,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N8ST000,https://product.tdk.com/en/system/files/dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0402psa_en.pdf,射频电感,SMT,01005,0.4 x 0.2 x 0.2 mm,MHQ0402PSA | 0.4 x 0.2 x 0.2 mm | L=3.8nH ±0.3nH | 200mA | 310mΩ typ / 750mΩ max,Active,0.4,0.2,0.2,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N8ST000,TDK official catalog PDF,官方抽取,2026-04-19,TDK MHQ0402PSA official catalog PDF,,,,,,,,,,,,,,,200mA,310mΩ typ / 750mΩ max,,3.8,NH,±0.3nH,,,,TDK MHQ-PSA series high Q multilayer ceramic inductor (EIA 01005),,,,,,,,,,,,
东电化TDK,MHQ0402PSA3N9BT000,MHQ0402PSA,01005,CERAMIC,3.9,NH,±0.1nH,,High Q RF Chip Inductor,L=3.9nH | Imax=200mA | DCR=320mΩ typ / 750mΩ max,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N9BT000,https://product.tdk.com/en/system/files/dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0402psa_en.pdf,射频电感,SMT,01005,0.4 x 0.2 x 0.2 mm,MHQ0402PSA | 0.4 x 0.2 x 0.2 mm | L=3.9nH ±0.1nH | 200mA | 320mΩ typ / 750mΩ max,Active,0.4,0.2,0.2,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N9BT000,TDK official catalog PDF,官方抽取,2026-04-19,TDK MHQ0402PSA official catalog PDF,,,,,,,,,,,,,,,200mA,320mΩ typ / 750mΩ max,,3.9,NH,±0.1nH,,,,TDK MHQ-PSA series high Q multilayer ceramic inductor (EIA 01005),,,,,,,,,,,,
东电化TDK,MHQ0402PSA3N9CT000,MHQ0402PSA,01005,CERAMIC,3.9,NH,±0.2nH,,High Q RF Chip Inductor,L=3.9nH | Imax=200mA | DCR=320mΩ typ / 750mΩ max,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N9CT000,https://product.tdk.com/en/system/files/dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0402psa_en.pdf,射频电感,SMT,01005,0.4 x 0.2 x 0.2 mm,MHQ0402PSA | 0.4 x 0.2 x 0.2 mm | L=3.9nH ±0.2nH | 200mA | 320mΩ typ / 750mΩ max,Active,0.4,0.2,0.2,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N9CT000,TDK official catalog PDF,官方抽取,2026-04-19,TDK MHQ0402PSA official catalog PDF,,,,,,,,,,,,,,,200mA,320mΩ typ / 750mΩ max,,3.9,NH,±0.2nH,,,,TDK MHQ-PSA series high Q multilayer ceramic inductor (EIA 01005),,,,,,,,,,,,
东电化TDK,MHQ0402PSA3N9ST000,MHQ0402PSA,01005,CERAMIC,3.9,NH,±0.3nH,,High Q RF Chip Inductor,L=3.9nH | Imax=200mA | DCR=320mΩ typ / 750mΩ max,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N9ST000,https://product.tdk.com/en/system/files/dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0402psa_en.pdf,射频电感,SMT,01005,0.4 x 0.2 x 0.2 mm,MHQ0402PSA | 0.4 x 0.2 x 0.2 mm | L=3.9nH ±0.3nH | 200mA | 320mΩ typ / 750mΩ max,Active,0.4,0.2,0.2,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA3N9ST000,TDK official catalog PDF,官方抽取,2026-04-19,TDK MHQ0402PSA official catalog PDF,,,,,,,,,,,,,,,200mA,320mΩ typ / 750mΩ max,,3.9,NH,±0.3nH,,,,TDK MHQ-PSA series high Q multilayer ceramic inductor (EIA 01005),,,,,,,,,,,,
东电化TDK,MHQ0402PSA4N0BT000,MHQ0402PSA,01005,CERAMIC,4.0,NH,±0.1nH,,High Q RF Chip Inductor,L=4.0nH | Imax=200mA | DCR=400mΩ typ / 800mΩ max,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA4N0BT000,https://product.tdk.com/en/system/files/dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0402psa_en.pdf,射频电感,SMT,01005,0.4 x 0.2 x 0.2 mm,MHQ0402PSA | 0.4 x 0.2 x 0.2 mm | L=4.0nH ±0.1nH | 200mA | 400mΩ typ / 800mΩ max,Active,0.4,0.2,0.2,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA4N0BT000,TDK official catalog PDF,官方抽取,2026-04-19,TDK MHQ0402PSA official catalog PDF,,,,,,,,,,,,,,,200mA,400mΩ typ / 800mΩ max,,4.0,NH,±0.1nH,,,,TDK MHQ-PSA series high Q multilayer ceramic inductor (EIA 01005),,,,,,,,,,,,
东电化TDK,MHQ0402PSA4N0CT000,MHQ0402PSA,01005,CERAMIC,4.0,NH,±0.2nH,,High Q RF Chip Inductor,L=4.0nH | Imax=200mA | DCR=400mΩ typ / 800mΩ max,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA4N0CT000,https://product.tdk.com/en/system/files/dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0402psa_en.pdf,射频电感,SMT,01005,0.4 x 0.2 x 0.2 mm,MHQ0402PSA | 0.4 x 0.2 x 0.2 mm | L=4.0nH ±0.2nH | 200mA | 400mΩ typ / 800mΩ max,Active,0.4,0.2,0.2,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA4N0CT000,TDK official catalog PDF,官方抽取,2026-04-19,TDK MHQ0402PSA official catalog PDF,,,,,,,,,,,,,,,200mA,400mΩ typ / 800mΩ max,,4.0,NH,±0.2nH,,,,TDK MHQ-PSA series high Q multilayer ceramic inductor (EIA 01005),,,,,,,,,,,,
东电化TDK,MHQ0402PSA4N0ST000,MHQ0402PSA,01005,CERAMIC,4.0,NH,±0.3nH,,High Q RF Chip Inductor,L=4.0nH | Imax=200mA | DCR=400mΩ typ / 800mΩ max,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA4N0ST000,https://product.tdk.com/en/system/files/dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0402psa_en.pdf,射频电感,SMT,01005,0.4 x 0.2 x 0.2 mm,MHQ0402PSA | 0.4 x 0.2 x 0.2 mm | L=4.0nH ±0.3nH | 200mA | 400mΩ typ / 800mΩ max,Active,0.4,0.2,0.2,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA4N0ST000,TDK official catalog PDF,官方抽取,2026-04-19,TDK MHQ0402PSA official catalog PDF,,,,,,,,,,,,,,,200mA,400mΩ typ / 800mΩ max,,4.0,NH,±0.3nH,,,,TDK MHQ-PSA series high Q multilayer ceramic inductor (EIA 01005),,,,,,,,,,,,
东电化TDK,MHQ0402PSA4N1BT000,MHQ0402PSA,01005,CERAMIC,4.1,NH,±0.1nH,,High Q RF Chip Inductor,L=4.1nH | Imax=200mA | DCR=400mΩ typ / 800mΩ max,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA4N1BT000,https://product.tdk.com/en/system/files/dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0402psa_en.pdf,射频电感,SMT,01005,0.4 x 0.2 x 0.2 mm,MHQ0402PSA | 0.4 x 0.2 x 0.2 mm | L=4.1nH ±0.1nH | 200mA | 400mΩ typ / 800mΩ max,Active,0.4,0.2,0.2,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA4N1BT000,TDK official catalog PDF,官方抽取,2026-04-19,TDK MHQ0402PSA official catalog PDF,,,,,,,,,,,,,,,200mA,400mΩ typ / 800mΩ max,,4.1,NH,±0.1nH,,,,TDK MHQ-PSA series high Q multilayer ceramic inductor (EIA 01005),,,,,,,,,,,,
东电化TDK,MHQ0402PSA4N1CT000,MHQ0402PSA,01005,CERAMIC,4.1,NH,±0.2nH,,High Q RF Chip Inductor,L=4.1nH | Imax=200mA | DCR=400mΩ typ / 800mΩ max,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA4N1CT000,https://product.tdk.com/en/system/files/dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0402psa_en.pdf,射频电感,SMT,01005,0.4 x 0.2 x 0.2 mm,MHQ0402PSA | 0.4 x 0.2 x 0.2 mm | L=4.1nH ±0.2nH | 200mA | 400mΩ typ / 800mΩ max,Active,0.4,0.2,0.2,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA4N1CT000,TDK official catalog PDF,官方抽取,2026-04-19,TDK MHQ0402PSA official catalog PDF,,,,,,,,,,,,,,,200mA,400mΩ typ / 800mΩ max,,4.1,NH,±0.2nH,,,,TDK MHQ-PSA series high Q multilayer ceramic inductor (EIA 01005),,,,,,,,,,,,
东电化TDK,MHQ0402PSA4N1ST000,MHQ0402PSA,01005,CERAMIC,4.1,NH,±0.3nH,,High Q RF Chip Inductor,L=4.1nH | Imax=200mA | DCR=400mΩ typ / 800mΩ max,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA4N1ST000,https://product.tdk.com/en/system/files/dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0402psa_en.pdf,射频电感,SMT,01005,0.4 x 0.2 x 0.2 mm,MHQ0402PSA | 0.4 x 0.2 x 0.2 mm | L=4.1nH ±0.3nH | 200mA | 400mΩ typ / 800mΩ max,Active,0.4,0.2,0.2,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA4N1ST000,TDK official catalog PDF,官方抽取,2026-04-19,TDK MHQ0402PSA official catalog PDF,,,,,,,,,,,,,,,200mA,400mΩ typ / 800mΩ max,,4.1,NH,±0.3nH,,,,TDK MHQ-PSA series high Q multilayer ceramic inductor (EIA 01005),,,,,,,,,,,,
东电化TDK,MHQ0402PSA4N2BT000,MHQ0402PSA,01005,CERAMIC,4.2,NH,±0.1nH,,High Q RF Chip Inductor,L=4.2nH | Imax=200mA | DCR=400mΩ typ / 800mΩ max,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA4N2BT000,https://product.tdk.com/en/system/files/dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0402psa_en.pdf,射频电感,SMT,01005,0.4 x 0.2 x 0.2 mm,MHQ0402PSA | 0.4 x 0.2 x 0.2 mm | L=4.2nH ±0.1nH | 200mA | 400mΩ typ / 800mΩ max,Active,0.4,0.2,0.2,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA4N2BT000,TDK official catalog PDF,官方抽取,2026-04-19,TDK MHQ0402PSA official catalog PDF,,,,,,,,,,,,,,,200mA,400mΩ typ / 800mΩ max,,4.2,NH,±0.1nH,,,,TDK MHQ-PSA series high Q multilayer ceramic inductor (EIA 01005),,,,,,,,,,,,
东电化TDK,MHQ0402PSA4N2CT000,MHQ0402PSA,01005,CERAMIC,4.2,NH,±0.2nH,,High Q RF Chip Inductor,L=4.2nH | Imax=200mA | DCR=400mΩ typ / 800mΩ max,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA4N2CT000,https://product.tdk.com/en/system/files/dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0402psa_en.pdf,射频电感,SMT,01005,0.4 x 0.2 x 0.2 mm,MHQ0402PSA | 0.4 x 0.2 x 0.2 mm | L=4.2nH ±0.2nH | 200mA | 400mΩ typ / 800mΩ max,Active,0.4,0.2,0.2,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA4N2CT000,TDK official catalog PDF,官方抽取,2026-04-19,TDK MHQ0402PSA official catalog PDF,,,,,,,,,,,,,,,200mA,400mΩ typ / 800mΩ max,,4.2,NH,±0.2nH,,,,TDK MHQ-PSA series high Q multilayer ceramic inductor (EIA 01005),,,,,,,,,,,,
东电化TDK,MHQ0402PSA4N2ST000,MHQ0402PSA,01005,CERAMIC,4.2,NH,±0.3nH,,High Q RF Chip Inductor,L=4.2nH | Imax=200mA | DCR=400mΩ typ / 800mΩ max,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA4N2ST000,https://product.tdk.com/en/system/files/dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0402psa_en.pdf,射频电感,SMT,01005,0.4 x 0.2 x 0.2 mm,MHQ0402PSA | 0.4 x 0.2 x 0.2 mm | L=4.2nH ±0.3nH | 200mA | 400mΩ typ / 800mΩ max,Active,0.4,0.2,0.2,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA4N2ST000,TDK official catalog PDF,官方抽取,2026-04-19,TDK MHQ0402PSA official catalog PDF,,,,,,,,,,,,,,,200mA,400mΩ typ / 800mΩ max,,4.2,NH,±0.3nH,,,,TDK MHQ-PSA series high Q multilayer ceramic inductor (EIA 01005),,,,,,,,,,,,
东电化TDK,MHQ0402PSA4N3HT000,MHQ0402PSA,01005,CERAMIC,4.3,NH,±3%,,High Q RF Chip Inductor,L=4.3nH | Imax=200mA | DCR=400mΩ typ / 800mΩ max,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA4N3HT000,https://product.tdk.com/en/system/files/dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0402psa_en.pdf,射频电感,SMT,01005,0.4 x 0.2 x 0.2 mm,MHQ0402PSA | 0.4 x 0.2 x 0.2 mm | L=4.3nH ±3% | 200mA | 400mΩ typ / 800mΩ max,Active,0.4,0.2,0.2,https://product.tdk.com/en/search/inductor/inductor/smd/info?part_no=MHQ0402PSA4N3HT000,TDK official catalog PDF,官方抽取,2026-04-19,TDK MHQ0402PSA official catalog PDF,,,,,,,,,,,,,,,200mA,400mΩ typ / 800mΩ max,,4.3,NH,±3%,,,,TDK MHQ-PSA series high Q multilayer ceramic inductor (EIA 01005),,,,,,,,,,,,
